event_id,event_class,reference_time,station,positive_channels,required_station_days,crosses_day_boundary,complete_positive_channels,missing_positive_channels,station_request_usable
levent-10378,natural_impact,1976-04-23T14:07:00,S15,MH1;MH2;MHZ;SHZ,1976-114,0,SHZ,MH1;MH2;MHZ,1
levent-10387,deep_moonquake_assigned,1976-04-25T06:58:00,S15,MH1;MH2,1976-116,0,,MH1;MH2,0
levent-10409,deep_moonquake_assigned,1976-04-28T20:00:00,S12,MH1;MH2;MHZ,1976-119,0,,MH1;MH2;MHZ,0
levent-10409,deep_moonquake_assigned,1976-04-28T20:00:00,S15,MH1;MH2;MHZ,1976-119,0,,MH1;MH2;MHZ,0
levent-10416,natural_impact,1976-04-30T11:53:00,S12,MH1;MH2;MHZ,1976-121,0,,MH1;MH2;MHZ,0
levent-10416,natural_impact,1976-04-30T11:53:00,S14,MH1;MH2;MHZ,1976-121,0,,MH1;MH2;MHZ,0
levent-10416,natural_impact,1976-04-30T11:53:00,S15,MH1;MH2;MHZ;SHZ,1976-121,0,SHZ,MH1;MH2;MHZ,1
levent-10418,natural_impact,1976-04-30T18:11:00,S12,MH1;MH2;MHZ,1976-121,0,,MH1;MH2;MHZ,0
levent-10418,natural_impact,1976-04-30T18:11:00,S14,MH1;MH2,1976-121,0,,MH1;MH2,0
levent-10418,natural_impact,1976-04-30T18:11:00,S15,MH1;MH2,1976-121,0,,MH1;MH2,0
levent-10419,deep_moonquake_assigned,1976-05-01T01:13:00,S15,MH1;MH2,1976-122,0,,MH1;MH2,0
levent-10422,deep_moonquake_assigned,1976-05-02T00:37:00,S15,MH1;MH2,1976-123,0,,MH1;MH2,0
levent-10438,natural_impact,1976-05-06T20:07:00,S14,MH1;MH2;MHZ;SHZ,1976-127,0,,MH1;MH2;MHZ;SHZ,0
levent-10447,deep_moonquake_assigned,1976-05-08T03:34:00,S12,MH1;MH2;MHZ,1976-129,0,,MH1;MH2;MHZ,0
levent-10447,deep_moonquake_assigned,1976-05-08T03:34:00,S15,MH1;MH2;MHZ,1976-129,0,,MH1;MH2;MHZ,0
levent-10449,deep_moonquake_assigned,1976-05-08T08:26:00,S12,MH1;MH2;MHZ,1976-129,0,,MH1;MH2;MHZ,0
levent-10449,deep_moonquake_assigned,1976-05-08T08:26:00,S14,MH1;MH2;MHZ,1976-129,0,,MH1;MH2;MHZ,0
levent-10449,deep_moonquake_assigned,1976-05-08T08:26:00,S15,MH1;MH2;MHZ,1976-129,0,,MH1;MH2;MHZ,0
levent-10466,natural_impact,1976-05-10T03:04:00,S15,SHZ,1976-131,0,SHZ,,1
levent-10471,natural_impact,1976-05-11T02:43:00,S14,MH1;MH2;SHZ,1976-132,0,,MH1;MH2;SHZ,0
levent-10478,deep_moonquake_assigned,1976-05-11T22:26:00,S14,MH1;MH2;MHZ,1976-132,0,,MH1;MH2;MHZ,0
levent-10478,deep_moonquake_assigned,1976-05-11T22:26:00,S15,MH1;MH2;MHZ,1976-132,0,,MH1;MH2;MHZ,0
levent-10501,natural_impact,1976-05-16T12:48:00,S12,MH1;MH2;MHZ,1976-137,0,,MH1;MH2;MHZ,0
levent-10501,natural_impact,1976-05-16T12:48:00,S14,MH1;MH2;MHZ,1976-137,0,,MH1;MH2;MHZ,0
levent-10501,natural_impact,1976-05-16T12:48:00,S15,MH1;MH2;MHZ;SHZ,1976-137,0,SHZ,MH1;MH2;MHZ,1
levent-10528,natural_impact,1976-05-25T07:57:00,S15,MH1;MH2;MHZ;SHZ,1976-146,0,SHZ,MH1;MH2;MHZ,1
levent-10533,deep_moonquake_assigned,1976-05-25T14:23:00,S14,MH2,1976-146,0,MH2,,1
levent-10542,deep_moonquake_assigned,1976-05-26T16:10:00,S12,MH1;MH2;MHZ,1976-147,0,,MH1;MH2;MHZ,0
levent-10542,deep_moonquake_assigned,1976-05-26T16:10:00,S14,MH1;MH2;SHZ,1976-147,0,MH1;MH2;SHZ,,1
levent-10542,deep_moonquake_assigned,1976-05-26T16:10:00,S16,MH1;MH2;MHZ,1976-147,0,,MH1;MH2;MHZ,0
levent-10548,deep_moonquake_assigned,1976-05-27T13:18:00,S12,MH1;MH2;MHZ,1976-148,0,,MH1;MH2;MHZ,0
levent-10548,deep_moonquake_assigned,1976-05-27T13:18:00,S14,MH1;MH2,1976-148,0,MH1;MH2,,1
levent-10548,deep_moonquake_assigned,1976-05-27T13:18:00,S16,MH1;MH2,1976-148,0,,MH1;MH2,0
levent-10550,natural_impact,1976-05-27T21:40:00,S12,MH1;MH2;MHZ,1976-148,0,,MH1;MH2;MHZ,0
levent-10550,natural_impact,1976-05-27T21:40:00,S14,MH1;MH2;SHZ,1976-148,0,MH1;MH2;SHZ,,1
levent-10550,natural_impact,1976-05-27T21:40:00,S15,MH1;MH2,1976-148,0,,MH1;MH2,0
levent-10550,natural_impact,1976-05-27T21:40:00,S16,MH1;MH2,1976-148,0,,MH1;MH2,0
levent-10551,natural_impact,1976-05-28T05:21:00,S14,MH1;MH2;SHZ,1976-149,0,SHZ,MH1;MH2,1
levent-10552,natural_impact,1976-05-28T06:03:00,S12,MH1;MH2;MHZ,1976-149,0,,MH1;MH2;MHZ,0
levent-10552,natural_impact,1976-05-28T06:03:00,S14,MH1;MH2;SHZ,1976-149,0,SHZ,MH1;MH2,1
levent-10552,natural_impact,1976-05-28T06:03:00,S15,MH1;MH2;MHZ;SHZ,1976-149,0,SHZ,MH1;MH2;MHZ,1
levent-10552,natural_impact,1976-05-28T06:03:00,S16,MH1;MH2;MHZ;SHZ,1976-149,0,SHZ,MH1;MH2;MHZ,1
levent-10564,natural_impact,1976-05-30T04:49:00,S14,MH1;MH2;SHZ,1976-151,0,SHZ,MH1;MH2,1
levent-10579,deep_moonquake_assigned,1976-06-02T23:53:00,S12,MH1;MH2;MHZ,1976-154;1976-155,1,,MH1;MH2;MHZ,0
levent-10579,deep_moonquake_assigned,1976-06-02T23:53:00,S14,MH1;MH2;SHZ,1976-154;1976-155,1,SHZ,MH1;MH2,1
levent-10579,deep_moonquake_assigned,1976-06-02T23:53:00,S15,MH1;MH2;MHZ;SHZ,1976-154;1976-155,1,SHZ,MH1;MH2;MHZ,1
levent-10579,deep_moonquake_assigned,1976-06-02T23:53:00,S16,MH1;MH2;MHZ,1976-154;1976-155,1,,MH1;MH2;MHZ,0
levent-10588,deep_moonquake_assigned,1976-06-04T23:32:00,S12,MH1;MH2;MHZ,1976-156,0,,MH1;MH2;MHZ,0
levent-10588,deep_moonquake_assigned,1976-06-04T23:32:00,S14,MH1;MH2;SHZ,1976-156,0,SHZ,MH1;MH2,1
levent-10588,deep_moonquake_assigned,1976-06-04T23:32:00,S15,MH1;MH2;MHZ;SHZ,1976-156,0,SHZ,MH1;MH2;MHZ,1
levent-10588,deep_moonquake_assigned,1976-06-04T23:32:00,S16,MH1;MH2;MHZ;SHZ,1976-156,0,SHZ,MH1;MH2;MHZ,1
levent-10589,deep_moonquake_assigned,1976-06-05T00:51:00,S12,MH1;MH2;MHZ,1976-157,0,,MH1;MH2;MHZ,0
levent-10589,deep_moonquake_assigned,1976-06-05T00:51:00,S14,MH1;MH2;SHZ,1976-157,0,SHZ,MH1;MH2,1
levent-10589,deep_moonquake_assigned,1976-06-05T00:51:00,S15,MH1;MH2;MHZ,1976-157,0,,MH1;MH2;MHZ,0
levent-10589,deep_moonquake_assigned,1976-06-05T00:51:00,S16,MH1;MH2;MHZ,1976-157,0,,MH1;MH2;MHZ,0
levent-10592,deep_moonquake_assigned,1976-06-05T10:51:00,S12,MH1;MH2;MHZ,1976-157,0,,MH1;MH2;MHZ,0
levent-10592,deep_moonquake_assigned,1976-06-05T10:51:00,S14,MH1;MH2;SHZ,1976-157,0,SHZ,MH1;MH2,1
levent-10592,deep_moonquake_assigned,1976-06-05T10:51:00,S15,MH1;MH2;MHZ;SHZ,1976-157,0,SHZ,MH1;MH2;MHZ,1
levent-10592,deep_moonquake_assigned,1976-06-05T10:51:00,S16,MH1;MH2;MHZ;SHZ,1976-157,0,SHZ,MH1;MH2;MHZ,1
levent-10624,deep_moonquake_assigned,1976-06-09T09:53:00,S12,MH1;MH2;MHZ,1976-161,0,,MH1;MH2;MHZ,0
levent-10624,deep_moonquake_assigned,1976-06-09T09:53:00,S15,MH1;MH2,1976-161,0,,MH1;MH2,0
levent-10629,natural_impact,1976-06-10T13:44:00,S12,MH1;MH2;MHZ,1976-162,0,,MH1;MH2;MHZ,0
levent-10629,natural_impact,1976-06-10T13:44:00,S14,MH1,1976-162,0,,MH1,0
levent-10629,natural_impact,1976-06-10T13:44:00,S15,MH1;MH2,1976-162,0,,MH1;MH2,0
levent-10629,natural_impact,1976-06-10T13:44:00,S16,MH1;MH2,1976-162,0,,MH1;MH2,0
levent-10634,deep_moonquake_assigned,1976-06-11T11:14:00,S14,MH1;MH2,1976-163,0,,MH1;MH2,0
levent-10650,natural_impact,1976-06-15T21:09:00,S15,MH1;MH2;MHZ;SHZ,1976-167,0,SHZ,MH1;MH2;MHZ,1
levent-10685,deep_moonquake_assigned,1976-06-23T06:41:00,S12,MH1;MH2;MHZ,1976-175,0,,MH1;MH2;MHZ,0
levent-10685,deep_moonquake_assigned,1976-06-23T06:41:00,S14,MH1;MH2;SHZ,1976-175,0,SHZ,MH1;MH2,1
levent-10685,deep_moonquake_assigned,1976-06-23T06:41:00,S16,MH1;MH2,1976-175,0,,MH1;MH2,0
levent-10688,deep_moonquake_assigned,1976-06-24T00:05:00,S12,MH1;MH2;MHZ,1976-176,0,,MH1;MH2;MHZ,0
levent-10688,deep_moonquake_assigned,1976-06-24T00:05:00,S14,MH1;MH2,1976-176,0,,MH1;MH2,0
levent-10688,deep_moonquake_assigned,1976-06-24T00:05:00,S16,MH1;MH2,1976-176,0,,MH1;MH2,0
levent-10691,deep_moonquake_assigned,1976-06-24T09:25:00,S14,MH2,1976-176,0,,MH2,0
levent-10691,deep_moonquake_assigned,1976-06-24T09:25:00,S16,MH1;MH2;MHZ,1976-176,0,,MH1;MH2;MHZ,0
levent-10701,natural_impact,1976-06-25T18:11:00,S14,MH1;MH2,1976-177,0,,MH1;MH2,0
levent-10701,natural_impact,1976-06-25T18:11:00,S15,MH1;MH2,1976-177,0,,MH1;MH2,0
levent-10701,natural_impact,1976-06-25T18:11:00,S16,MH1;MH2,1976-177,0,,MH1;MH2,0
levent-10710,natural_impact,1976-06-29T15:15:00,S14,MH1;MH2;SHZ,1976-181,0,SHZ,MH1;MH2,1
levent-10710,natural_impact,1976-06-29T15:15:00,S15,MH1;MH2;SHZ,1976-181,0,SHZ,MH1;MH2,1
levent-10710,natural_impact,1976-06-29T15:15:00,S16,MH1;MH2;SHZ,1976-181,0,SHZ,MH1;MH2,1
levent-10712,natural_impact,1976-06-30T05:56:00,S14,MH1;MH2;SHZ,1976-182,0,SHZ,MH1;MH2,1
levent-10720,deep_moonquake_assigned,1976-07-01T15:07:00,S14,MH1;MH2,1976-183,0,,MH1;MH2,0
levent-10720,deep_moonquake_assigned,1976-07-01T15:07:00,S16,MH1;MH2,1976-183,0,,MH1;MH2,0
levent-10725,deep_moonquake_assigned,1976-07-02T03:14:00,S12,MH1;MH2;MHZ,1976-184,0,,MH1;MH2;MHZ,0
levent-10725,deep_moonquake_assigned,1976-07-02T03:14:00,S14,MH1;MH2;SHZ,1976-184,0,SHZ,MH1;MH2,1
levent-10725,deep_moonquake_assigned,1976-07-02T03:14:00,S15,MH1;MH2;MHZ;SHZ,1976-184,0,SHZ,MH1;MH2;MHZ,1
levent-10725,deep_moonquake_assigned,1976-07-02T03:14:00,S16,MH1;MH2;MHZ;SHZ,1976-184,0,SHZ,MH1;MH2;MHZ,1
levent-10728,deep_moonquake_assigned,1976-07-02T09:08:00,S14,MH2,1976-184,0,,MH2,0
levent-10728,deep_moonquake_assigned,1976-07-02T09:08:00,S15,MH1,1976-184,0,,MH1,0
levent-10728,deep_moonquake_assigned,1976-07-02T09:08:00,S16,MH1;MH2,1976-184,0,,MH1;MH2,0
levent-10729,deep_moonquake_assigned,1976-07-02T10:55:00,S12,MH1;MH2;MHZ,1976-184,0,,MH1;MH2;MHZ,0
levent-10729,deep_moonquake_assigned,1976-07-02T10:55:00,S15,MH1;MH2;MHZ;SHZ,1976-184,0,SHZ,MH1;MH2;MHZ,1
levent-10729,deep_moonquake_assigned,1976-07-02T10:55:00,S16,MH1;MH2;MHZ;SHZ,1976-184,0,SHZ,MH1;MH2;MHZ,1
levent-10739,deep_moonquake_assigned,1976-07-02T23:07:00,S12,MH2;MHZ,1976-184,0,,MH2;MHZ,0
levent-10739,deep_moonquake_assigned,1976-07-02T23:07:00,S14,MH1;MH2,1976-184,0,,MH1;MH2,0
levent-10739,deep_moonquake_assigned,1976-07-02T23:07:00,S15,MH1;MH2;MHZ;SHZ,1976-184,0,SHZ,MH1;MH2;MHZ,1
levent-10739,deep_moonquake_assigned,1976-07-02T23:07:00,S16,MH1;MH2;MHZ;SHZ,1976-184,0,SHZ,MH1;MH2;MHZ,1
levent-10740,natural_impact,1976-07-03T02:26:00,S15,SHZ,1976-185,0,SHZ,,1
levent-10744,natural_impact,1976-07-03T11:19:00,S12,MH1;MH2;MHZ,1976-185,0,,MH1;MH2;MHZ,0
levent-10744,natural_impact,1976-07-03T11:19:00,S14,MH1;MH2;SHZ,1976-185,0,SHZ,MH1;MH2,1
levent-10744,natural_impact,1976-07-03T11:19:00,S15,MH1;MH2;SHZ,1976-185,0,SHZ,MH1;MH2,1
levent-10748,deep_moonquake_assigned,1976-07-04T04:08:00,S12,MH1;MH2;MHZ,1976-186,0,,MH1;MH2;MHZ,0
levent-10748,deep_moonquake_assigned,1976-07-04T04:08:00,S14,MH1;MH2;SHZ,1976-186,0,SHZ,MH1;MH2,1
levent-10749,natural_impact,1976-07-04T05:10:00,S12,MH1;MH2;MHZ,1976-186,0,,MH1;MH2;MHZ,0
levent-10749,natural_impact,1976-07-04T05:10:00,S14,MH1;MH2;SHZ,1976-186,0,SHZ,MH1;MH2,1
levent-10751,deep_moonquake_assigned,1976-07-04T09:08:00,S12,MH1;MH2;MHZ,1976-186,0,,MH1;MH2;MHZ,0
levent-10751,deep_moonquake_assigned,1976-07-04T09:08:00,S14,MH1;MH2;SHZ,1976-186,0,SHZ,MH1;MH2,1
levent-10774,natural_impact,1976-07-10T14:52:00,S16,MH1;MH2;MHZ;SHZ,1976-192,0,SHZ,MH1;MH2;MHZ,1
levent-10779,natural_impact,1976-07-14T10:17:00,S12,MH1;MH2;MHZ,1976-196,0,,MH1;MH2;MHZ,0
levent-10779,natural_impact,1976-07-14T10:17:00,S14,MH1;MH2,1976-196,0,,MH1;MH2,0
levent-10779,natural_impact,1976-07-14T10:17:00,S16,MH1;MH2,1976-196,0,,MH1;MH2,0
levent-10802,deep_moonquake_assigned,1976-07-20T06:40:00,S12,MH1;MH2;MHZ,1976-202,0,,MH1;MH2;MHZ,0
levent-10802,deep_moonquake_assigned,1976-07-20T06:40:00,S14,SHZ,1976-202,0,SHZ,,1
levent-10802,deep_moonquake_assigned,1976-07-20T06:40:00,S16,MH1;MH2,1976-202,0,,MH1;MH2,0
levent-10825,natural_impact,1976-07-24T22:22:00,S16,MH1;MH2;MHZ;SHZ,1976-206,0,SHZ,MH1;MH2;MHZ,1
levent-10849,deep_moonquake_assigned,1976-07-28T17:54:00,S12,MH1;MH2;MHZ,1976-210,0,,MH1;MH2;MHZ,0
levent-10849,deep_moonquake_assigned,1976-07-28T17:54:00,S14,MH1;MH2;SHZ,1976-210,0,SHZ,MH1;MH2,1
levent-10849,deep_moonquake_assigned,1976-07-28T17:54:00,S15,MH1;MH2;MHZ,1976-210,0,,MH1;MH2;MHZ,0
levent-10849,deep_moonquake_assigned,1976-07-28T17:54:00,S16,MH1;MH2;MHZ,1976-210,0,,MH1;MH2;MHZ,0
levent-10850,deep_moonquake_assigned,1976-07-29T04:35:00,S12,MH1;MH2;MHZ,1976-211,0,,MH1;MH2;MHZ,0
levent-10850,deep_moonquake_assigned,1976-07-29T04:35:00,S14,MH1;MH2,1976-211,0,,MH1;MH2,0
levent-10850,deep_moonquake_assigned,1976-07-29T04:35:00,S15,MH1;MH2;MHZ,1976-211,0,,MH1;MH2;MHZ,0
levent-10850,deep_moonquake_assigned,1976-07-29T04:35:00,S16,MH1;MH2;MHZ,1976-211,0,,MH1;MH2;MHZ,0
levent-10854,natural_impact,1976-07-29T11:34:00,S15,SHZ,1976-211,0,SHZ,,1
levent-10860,natural_impact,1976-07-29T16:23:00,S16,MH1;MH2;MHZ;SHZ,1976-211,0,SHZ,MH1;MH2;MHZ,1
levent-10864,deep_moonquake_assigned,1976-07-29T18:11:00,S14,MH2,1976-211,0,,MH2,0
levent-10864,deep_moonquake_assigned,1976-07-29T18:11:00,S15,MH1;MH2;MHZ,1976-211,0,,MH1;MH2;MHZ,0
levent-10864,deep_moonquake_assigned,1976-07-29T18:11:00,S16,MH1;MH2;MHZ,1976-211,0,,MH1;MH2;MHZ,0
levent-10867,deep_moonquake_assigned,1976-07-29T19:33:00,S12,MH1;MH2;MHZ,1976-211,0,,MH1;MH2;MHZ,0
levent-10867,deep_moonquake_assigned,1976-07-29T19:33:00,S14,MH1;MH2;SHZ,1976-211,0,SHZ,MH1;MH2,1
levent-10867,deep_moonquake_assigned,1976-07-29T19:33:00,S15,MH1;MH2;MHZ;SHZ,1976-211,0,SHZ,MH1;MH2;MHZ,1
levent-10867,deep_moonquake_assigned,1976-07-29T19:33:00,S16,MH1;MH2;MHZ;SHZ,1976-211,0,SHZ,MH1;MH2;MHZ,1
levent-10869,deep_moonquake_assigned,1976-07-29T23:17:00,S14,MH1;MH2,1976-211,0,,MH1;MH2,0
levent-10869,deep_moonquake_assigned,1976-07-29T23:17:00,S15,MH1;MH2;SHZ,1976-211,0,SHZ,MH1;MH2,1
levent-10869,deep_moonquake_assigned,1976-07-29T23:17:00,S16,MH1;MH2;MHZ;SHZ,1976-211,0,SHZ,MH1;MH2;MHZ,1
levent-10888,natural_impact,1976-07-31T05:16:00,S15,MH1;MH2;MHZ;SHZ,1976-213,0,SHZ,MH1;MH2;MHZ,1
levent-10890,deep_moonquake_assigned,1976-07-31T16:27:00,S14,MH1;MH2;SHZ,1976-213,0,SHZ,MH1;MH2,1
levent-10890,deep_moonquake_assigned,1976-07-31T16:27:00,S15,MH1;MH2,1976-213,0,,MH1;MH2,0
levent-10890,deep_moonquake_assigned,1976-07-31T16:27:00,S16,MH1;MH2,1976-213,0,,MH1;MH2,0
levent-10896,deep_moonquake_assigned,1976-08-01T17:38:00,S12,MH1;MH2;MHZ,1976-214,0,,MH1;MH2;MHZ,0
levent-10896,deep_moonquake_assigned,1976-08-01T17:38:00,S14,MH1;MH2;SHZ,1976-214,0,SHZ,MH1;MH2,1
levent-10896,deep_moonquake_assigned,1976-08-01T17:38:00,S16,MH1;MH2,1976-214,0,,MH1;MH2,0
levent-10900,deep_moonquake_assigned,1976-08-02T04:23:00,S14,MH1;MH2,1976-215,0,,MH1;MH2,0
levent-10900,deep_moonquake_assigned,1976-08-02T04:23:00,S15,MH1;MH2,1976-215,0,,MH1;MH2,0
levent-10906,natural_impact,1976-08-04T19:05:00,S16,MH1;MH2;MHZ;SHZ,1976-217,0,SHZ,MH1;MH2;MHZ,1
levent-10910,natural_impact,1976-08-05T18:56:00,S15,MH1;MH2;MHZ;SHZ,1976-218,0,SHZ,MH1;MH2;MHZ,1
levent-10922,natural_impact,1976-08-08T02:09:00,S12,MH1;MH2;MHZ,1976-221,0,,MH1;MH2;MHZ,0
levent-10924,natural_impact,1976-08-08T14:58:00,S12,MH1;MH2;MHZ,1976-221,0,,MH1;MH2;MHZ,0
levent-10924,natural_impact,1976-08-08T14:58:00,S16,MH1;MH2;MHZ;SHZ,1976-221,0,SHZ,MH1;MH2;MHZ,1
levent-10925,natural_impact,1976-08-08T16:48:00,S12,MH1;MHZ,1976-221,0,,MH1;MHZ,0
levent-10925,natural_impact,1976-08-08T16:48:00,S14,MH1;MH2,1976-221,0,,MH1;MH2,0
levent-10925,natural_impact,1976-08-08T16:48:00,S15,MH1;MH2,1976-221,0,,MH1;MH2,0
levent-10925,natural_impact,1976-08-08T16:48:00,S16,MH1;MH2,1976-221,0,,MH1;MH2,0
levent-10927,natural_impact,1976-08-09T20:36:00,S14,MH1;MH2;SHZ,1976-222,0,SHZ,MH1;MH2,1
levent-10929,deep_moonquake_assigned,1976-08-10T13:43:00,S14,MH1;MH2,1976-223,0,,MH1;MH2,0
levent-10929,deep_moonquake_assigned,1976-08-10T13:43:00,S15,MH1;MH2,1976-223,0,,MH1;MH2,0
levent-10929,deep_moonquake_assigned,1976-08-10T13:43:00,S16,MH1;MH2,1976-223,0,,MH1;MH2,0
levent-10932,natural_impact,1976-08-11T03:20:00,S15,MH1;MH2;MHZ,1976-224,0,,MH1;MH2;MHZ,0
levent-10943,natural_impact,1976-08-13T18:32:00,S12,MH1;MH2;MHZ,1976-226,0,,MH1;MH2;MHZ,0
levent-10943,natural_impact,1976-08-13T18:32:00,S14,MH1;MH2;SHZ,1976-226,0,SHZ,MH1;MH2,1
levent-10948,natural_impact,1976-08-14T21:28:00,S12,MH1;MH2;MHZ,1976-227,0,,MH1;MH2;MHZ,0
levent-10948,natural_impact,1976-08-14T21:28:00,S14,MH1;MH2;SHZ,1976-227,0,SHZ,MH1;MH2,1
levent-10948,natural_impact,1976-08-14T21:28:00,S15,MH1;MH2;MHZ,1976-227,0,,MH1;MH2;MHZ,0
levent-10948,natural_impact,1976-08-14T21:28:00,S16,MH1;MH2;MHZ,1976-227,0,,MH1;MH2;MHZ,0
levent-10957,natural_impact,1976-08-17T05:15:00,S12,MH1;MH2;MHZ,1976-230,0,,MH1;MH2;MHZ,0
levent-10957,natural_impact,1976-08-17T05:15:00,S14,MH1;MH2;SHZ,1976-230,0,SHZ,MH1;MH2,1
levent-10957,natural_impact,1976-08-17T05:15:00,S15,MH1;MH2;MHZ,1976-230,0,,MH1;MH2;MHZ,0
levent-10957,natural_impact,1976-08-17T05:15:00,S16,MH1;MH2;MHZ;SHZ,1976-230,0,SHZ,MH1;MH2;MHZ,1
levent-10966,deep_moonquake_assigned,1976-08-20T19:18:00,S12,MH1;MH2;MHZ,1976-233,0,,MH1;MH2;MHZ,0
levent-10966,deep_moonquake_assigned,1976-08-20T19:18:00,S14,MH1;MH2;SHZ,1976-233,0,SHZ,MH1;MH2,1
levent-10966,deep_moonquake_assigned,1976-08-20T19:18:00,S15,MH1;MH2;SHZ,1976-233,0,SHZ,MH1;MH2,1
levent-10966,deep_moonquake_assigned,1976-08-20T19:18:00,S16,MH1;MH2,1976-233,0,,MH1;MH2,0
levent-10968,deep_moonquake_unclassified,1976-08-21T06:25:00,S14,MH2,1976-234,0,,MH2,0
levent-10968,deep_moonquake_unclassified,1976-08-21T06:25:00,S16,MH1;MH2;SHZ,1976-234,0,SHZ,MH1;MH2,1
levent-10971,natural_impact,1976-08-22T10:35:00,S12,MH1;MH2;MHZ,1976-235,0,,MH1;MH2;MHZ,0
levent-10971,natural_impact,1976-08-22T10:35:00,S14,MH1;MH2;SHZ,1976-235,0,SHZ,MH1;MH2,1
levent-10971,natural_impact,1976-08-22T10:35:00,S15,MH1;MH2,1976-235,0,,MH1;MH2,0
levent-10971,natural_impact,1976-08-22T10:35:00,S16,MH1;MH2;MHZ,1976-235,0,,MH1;MH2;MHZ,0
levent-10974,natural_impact,1976-08-23T14:12:00,S12,MH1;MH2;MHZ,1976-236,0,,MH1;MH2;MHZ,0
levent-10974,natural_impact,1976-08-23T14:12:00,S14,MH1;MH2;SHZ,1976-236,0,SHZ,MH1;MH2,1
levent-10974,natural_impact,1976-08-23T14:12:00,S15,MH1;MH2,1976-236,0,,MH1;MH2,0
levent-10974,natural_impact,1976-08-23T14:12:00,S16,MH1;MH2,1976-236,0,,MH1;MH2,0
levent-10985,deep_moonquake_assigned,1976-08-25T14:26:00,S12,MH1;MH2;MHZ,1976-238,0,,MH1;MH2;MHZ,0
levent-10985,deep_moonquake_assigned,1976-08-25T14:26:00,S14,MH1;MH2;SHZ,1976-238,0,SHZ,MH1;MH2,1
levent-10985,deep_moonquake_assigned,1976-08-25T14:26:00,S15,MH1;MH2;MHZ,1976-238,0,,MH1;MH2;MHZ,0
levent-10985,deep_moonquake_assigned,1976-08-25T14:26:00,S16,MH1;MH2;MHZ;SHZ,1976-238,0,SHZ,MH1;MH2;MHZ,1
levent-10987,deep_moonquake_assigned,1976-08-25T17:56:00,S12,MH1;MH2;MHZ,1976-238,0,,MH1;MH2;MHZ,0
levent-10987,deep_moonquake_assigned,1976-08-25T17:56:00,S14,MH1;MH2,1976-238,0,,MH1;MH2,0
levent-10987,deep_moonquake_assigned,1976-08-25T17:56:00,S15,MH1;MH2;MHZ,1976-238,0,,MH1;MH2;MHZ,0
levent-10987,deep_moonquake_assigned,1976-08-25T17:56:00,S16,MH1;MH2;MHZ,1976-238,0,,MH1;MH2;MHZ,0
levent-10997,deep_moonquake_assigned,1976-08-26T09:08:00,S14,MH2,1976-239,0,,MH2,0
levent-10997,deep_moonquake_assigned,1976-08-26T09:08:00,S15,MH1;MH2,1976-239,0,,MH1;MH2,0
levent-10998,deep_moonquake_assigned,1976-08-26T12:44:00,S12,MH1;MH2;MHZ,1976-239,0,,MH1;MH2;MHZ,0
levent-10998,deep_moonquake_assigned,1976-08-26T12:44:00,S14,MH1;MH2,1976-239,0,,MH1;MH2,0
levent-10998,deep_moonquake_assigned,1976-08-26T12:44:00,S15,MH1;MH2;MHZ,1976-239,0,,MH1;MH2;MHZ,0
levent-11008,natural_impact,1976-08-27T13:35:00,S14,MH1;MH2;SHZ,1976-240,0,SHZ,MH1;MH2,1
levent-11010,deep_moonquake_assigned,1976-08-27T17:17:00,S14,MH2,1976-240,0,,MH2,0
levent-11010,deep_moonquake_assigned,1976-08-27T17:17:00,S15,MH1;MH2,1976-240,0,,MH1;MH2,0
levent-11011,deep_moonquake_assigned,1976-08-27T20:16:00,S12,MH1;MH2;MHZ,1976-240,0,,MH1;MH2;MHZ,0
levent-11011,deep_moonquake_assigned,1976-08-27T20:16:00,S14,MH1;MH2;SHZ,1976-240,0,SHZ,MH1;MH2,1
levent-11011,deep_moonquake_assigned,1976-08-27T20:16:00,S15,MH1;MH2,1976-240,0,,MH1;MH2,0
levent-11020,deep_moonquake_assigned,1976-08-29T02:27:00,S14,MH1;MH2;SHZ,1976-242,0,SHZ,MH1;MH2,1
levent-11020,deep_moonquake_assigned,1976-08-29T02:27:00,S15,MH1;MH2,1976-242,0,,MH1;MH2,0
levent-11020,deep_moonquake_assigned,1976-08-29T02:27:00,S16,MH1;MH2,1976-242,0,,MH1;MH2,0
levent-11026,deep_moonquake_assigned,1976-08-29T18:30:00,S12,MH1;MH2;MHZ,1976-242,0,,MH1;MH2;MHZ,0
levent-11026,deep_moonquake_assigned,1976-08-29T18:30:00,S14,MH1;MH2;SHZ,1976-242,0,SHZ,MH1;MH2,1
levent-11026,deep_moonquake_assigned,1976-08-29T18:30:00,S16,MH1;MH2,1976-242,0,,MH1;MH2,0
levent-11031,natural_impact,1976-08-31T21:06:00,S15,MH1;MH2;SHZ,1976-244,0,SHZ,MH1;MH2,1
levent-11042,natural_impact,1976-09-04T17:35:00,S15,MH1;MH2;SHZ,1976-248,0,SHZ,MH1;MH2,1
levent-11049,deep_moonquake_assigned,1976-09-07T04:25:00,S14,MH1;MH2,1976-251,0,,MH1;MH2,0
levent-11049,deep_moonquake_assigned,1976-09-07T04:25:00,S15,MH1;MH2;MHZ,1976-251,0,,MH1;MH2;MHZ,0
levent-11049,deep_moonquake_assigned,1976-09-07T04:25:00,S16,MH1;MH2,1976-251,0,,MH1;MH2,0
